﻿BuffInfo_DLC教学特征1,Giant Roll increases Attack and Defense.,เพิ่มการโจมตีและการป้องกันอย่างมาก
guid-6_1_25,"You have two choices, one, pay back the money you owe our Blue Wind Camp, two, get out of here as soon as possible.",เจ้ามีทางเลือกเพียงสองเส้นทางเท่านั้น จ่ายหนี้ให้กับค่ายวายุครามแห่งนี้ หรือ รีบออกไปจากที่นี่เสีย!
guid-6_1_26,"Daydreaming in broad daylight, neither of these options is possible!",ฝันกลางวัน ไม่มีความเป็นไปได้ทั้งสองทาง!
guid-6_1_27,"Good, you've got guts! My brother and I will block the door, none of you can leave, let's see who can outlast who!",ดี! เจ้ากล้าหาญนัก! ข้าและพี่ใหญ่จะยืนขวางประตูไว้ เจ้าทั้งหลายหนีไปไหนไม่ได้มาดูกันว่าใครจะอยู่รอดได้นานกว่ากัน!
guid-6_1_28,You two are really pushing your luck...,เจ้าพวกปลาซิวปลาสร้อยสองตัวนี่ มันจะรังแกกันเกินไปแล้ว...
guid-6_1_29,"Senior Brother, this is our territory, why not take advantage of the dark night and deal with them...",ศิษย์พี่เจ้าสำนัก ที่นี่คือเขตของพวกเราแท้ๆ ทำไมคืนนี้จัดเราไม่จัดการพวกมันไปซะเลยล่ะ...
guid-6_2_1,"Dare to fight back! With the cost of the Soup medicine, even in your next life, you won't be able to pay it off.",กล้าสู้กลับงั้นหรือ? ด้วยราคาของยาต้มนี้ จนถึงชาติหน้าเจ้าก็ยังจ่ายไม่หมด
guid-6_2_2,"Our Big Boss won't let you go, if you have the guts, stay here and wait for death!",เจ้านายของเราจะไม่ปล่อยเจ้าไป ถ้าเจ้ากล้า ก็รออยู่ที่นี่ได้เลย เดี๋ยวความตายมาเยือนเจ้าแน่!
guid-6_2_3,Two heavily wounded Thugs limped back to the Blue Wind Camp.,ไอ้สองตัวบาดเจ็บสาหัส ลากสังขารกลับมาถึงค่ายวายุคราม
guid-7_name,Acquire <color=#c44b0e>Meditation Points</color>,ได้รับ <color=#c44b0e>แต้มสมาธิ</color>
guid-7_log,Have the Disciple meditate to quickly acquire 100 <color=#c44b0e>Meditation Points</color>.,ให้ศิษย์เข้าสู่การทำสมาธิ เพื่อสะสมแต้ม 100 <color=#c44b0e>แต้มสมาธิ</color> โดยด่วน!
guid-7_1_1,"Let's settle the vendetta together, even if we don't wipe out the Blue Wind Camp, they will never let us go.",มาชำระแค้นกันให้สิ้นซากเถอะ! ถ้าเราไม่กวาดล้างค่ายวายุครามให้ราบคาบ พวกมันก็ไม่มีวันปล่อยเราไปหรอก
guid-7_1_2,"There's always a way out, Senior Brother, don't be too pessimistic.",ยังไงก็ต้องมีทางออกเสมอแหละ พี่ใหญ่อย่าเพิ่งท้อแท้ไปเลย
guid-7_1_3,Is there any way to quickly enhance the strength of our sect? The guys from Blue Wind Camp won't wait for us to develop slowly.,มีวรยุทธ์อะไรที่ทำให้สำนักเราแข็งแกร่งขึ้นเร็วๆ ได้ไหมเนี่ย? พวกคนจากค่ายวายุครามน่ะ ไม่มารอพวกเราฝึกกันหรอกนะ
guid-7_1_4,"Let me think... Ah, I got it!","ข้าขอคิดก่อน... อ่าห์, ข้าคิดได้แล้ว!"
guid-7_1_5,"Master once told me that if you want to develop and strengthen a sect, the leader must gather wisdom and listen to the Disciples' opinions.",ท่านอาจารย์เคยพูดเอาไว้ หากต้องการพัฒนา และเสริมสร้างสำนักให้แข็งแกร่ง ผู้เป็นเจ้าสำนักต้องสั่งสมปัญญา และเปิดใจรับฟังความคิดเห็นของลูกศิษย์
guid-7_1_6,"Our sect was originally poor, thanks to our Master's month-long meditation, he came up with the idea of borrowing money from Blue Wind Camp to solve the urgent need.",สำนักของเรามีฐานะยากจนมาแต่เดิม ด้วยเดชบุญของอาจารย์ที่นั่งสมาธิภาวนาอยู่หนึ่งเดือนเต็ม ท่านก็ได้คิดค้นหาวิธีที่จะไปขอยืมเงินจากค่ายวายุคราม เพื่อนำมาแก้ไขปัญหาเฉพาะหน้า
